id,content,type,replyTo,parent,author,revision,talk_page,timestamp
703368268.934.1001,".
",COMMENT_MODIFICATION,698939576.929.929,698327698.2208.2208,Lowercase sigmabot III,703368268,Talk:Barack Obama,2016-02-05 02:35:15.000000 UTC
703154827.0.670,":::Did you read the above paragraph?  Whether or not my source is reliable and whether or not something about this belongs in the article is precisely what I'm asking.
",COMMENT_REMOVAL,,699699501.1345.1345,72.243.248.66,703154827,Talk:Barack Obama,2016-02-03 20:58:09.000000 UTC
711306337.2.1103,":See [WIKI_LINK: Presidency of Barack Obama], [WIKI_LINK: Barack Obama on mass surveillance], etc. If all of this was included in the main article (this one), it would be prohibitively large.
",COMMENT_REMOVAL,,705992041.5446.5446,Lowercase sigmabot III,711306337,Talk:Barack Obama,2016-03-22 02:40:19.000000 UTC
707986241.4324.4332,", would you please explain to me how the section under ""Libya"" regarding the Benghazi attacks violates Wikipedia policy on a neutral point of view? Thank you.
",COMMENT_REMOVAL,,707963254.4048.4040,Display name 99,707986241,Talk:Barack Obama,2016-03-02 23:06:42.000000 UTC
705908218.3907.3907,":::::Thanks. I see you took out the part about the commander being kidnapped by al Nusra. I was undecided about that one, and I won't say you're wrong. I do think something needs to be said about what happened with the US effort. We shouldn't just leave it hanging. I'll make another try at that shortly.
",COMMENT_ADDING,705791216.3878.3878,,CometEncke,705908218,Talk:Barack Obama,2016-02-20 07:33:54.000000 UTC
701797843.4901.4888,"26 January 2016 ==
",COMMENT_ADDING,701011053.3268.3268,,96.37.2.170,701797843,Talk:Barack Obama,2016-01-26 17:07:42.000000 UTC
711074653.22403.22403,"== Syria, Ukraine and Putin ==
",SECTION_CREATION,,,JéeM84,711074653,Talk:Barack Obama,2016-03-20 19:50:18.000000 UTC
699574941.351.0,"::I believe it's covered sufficiently on his subpages. –
",COMMENT_RESTORATION,,695393785.462.462,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
699572091.0.339,":It wasn't biographically significant.
::I believe it's covered sufficiently on his subpages. –
== honorific? ==
Why was The President's official formal title ""The Honorable"" off of his Wikipedia page?  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
:Perhaps you should ask , who [EXTERNAL_LINK: removed it]. There's some discussion [EXTERNAL_LINK: here] that might give some explanation, although why nobody saw fit to discuss it ''here'' is beyond me.
",COMMENT_REMOVAL,,698238189.339.403,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
703156731.4155.0,": '''Not done:''' it's not clear what changes you want to be made. Please mention the specific changes in a ""change X to Y"" format.
",COMMENT_RESTORATION,,701856750.4910.4910,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
699574941.14.0,"From the article:
Obama's Nobel Prize has been viewed skeptically in subsequent years, especially after the director of the Nobel Institute, Geir Lundestad, said Obama's Peace Prize was a ""failure""
This suggests that the director of the Nobel Institute feels that Obama is undeserving of the award, while the referenced article actually states that the director expected the honor to deliver a boost to Obama, something he believes did not happen. In other words its a failure of the award to boost Obama, not a failure of Obama as the Wikipedia article seems to suggest. — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by   14:21, November 29, 2015
",COMMENT_ADDING,699574941.2.0,,Meters,699574941,Talk:Barack Obama,2016-01-13 04:02:01.000000 UTC
711306337.2.571,"When I for example view the German Wikipedia page about Barack Obama it mentions the global surveillance disclosures or how under Obama the drone strikes in Pakistan and Afghanistan continued and even got enlarged.
Also that under Barack Obama despite what he expressed before his first election, that he admires whistleblower as ""valuable source"" for information about government misconduct and promised to increase transparency of government actions, that despite these statements during his presidency more whistleblower got sued under the anti-espionage law from 1917 (which includes the death-sentence as punishment) than under all US presidents before him.
Is it because admins or some admins are trying to frustrate any attempt on the article about Barack Obama to be more balanced, or what are the reasons that this article barely highlights anything more than in a superficial light?
Also seriously under ""Cybersecurity and Internet policy"" the main part: ""On February 12, 2013, President Obama signed Executive Order 13636, ""Improving Critical Infrastructure Cybersecurity"". The Executive Order is designed to increase the level of core capabilities for our critical infrastructure to manage cyber risk. It does this by focusing on three key areas: (1) information sharing, (2) privacy, and (3) the adoption of cybersecurity practices."" Is directly taken from the source of the whitehouse, ""The executive order is designed to increase the level of core capabilities for OUR critical infrastructure to manage cyber risk. (...) really? I mean really? Does it get any more biased and obvious?
",COMMENT_REMOVAL,,705991708.4914.4887,Lowercase sigmabot III,711306337,Talk:Barack Obama,2016-03-22 02:40:19.000000 UTC
699572091.0.1801,":::I can see why  would like to change it though. I would prefer this:
:::*Barack Hussein Obama II (born August 4, 1961) is the 44th and current President of the United States, and the first African American to hold the office. Born in Honolulu, Hawaii, Obama is a graduate of Columbia University and Harvard Law School, where he served as president of the Harvard Law Review.
:::I hate ""as well as"" in a sentence.
",COMMENT_REMOVAL,,697294874.1758.1758,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
708002891.4486.4486,"== Semi-protected edit request on ",COMMENT_REMOVAL,,653108147.1170.193,GB fan,708002891,Talk:Barack Obama,2016-03-03 01:17:46.000000 UTC
707021983.4832.4832,"::::::This has been discussed, reviewed, argued, debated and battled over ''ad infinitum'', and it crops up every few months or so. You can find the extensive discussions in the archives of this talk page, but the article currently reflects a carefully worked out consensus and [WIKI_LINK: Talk:Barack Obama/FAQ#Q2|this FAQ] was created to try to prevent future unnecessary discussion.
",COMMENT_ADDING,706999191.4759.4759,,Scjessey,707021983,Talk:Barack Obama,2016-02-26 15:31:49.000000 UTC
699572091.0.516,"::Ditto - no idea why this was put on my user talk page, hence my moving it.  /
",COMMENT_REMOVAL,,696645784.550.550,75.109.165.13,699572091,Talk:Barack Obama,2016-01-13 03:37:10.000000 UTC
703156731.1484.0,"This is the only article that doesn't start by describing the person as ""... is an American politician currently serving as..."" See [WIKI_LINK: David Cameron], [WIKI_LINK: Nicolas Maduro], [WIKI_LINK: George W. Bush], [WIKI_LINK: Hillary Clinton], [WIKI_LINK: Justin Trudeau], etc. Is there a reason for this?
",COMMENT_RESTORATION,,699191387.2749.2739,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
703156731.552.0,":Uh, anyone? I would presume this is probably a battleground article but I am a real person.
::If you have a [WIKI_LINK: Wikipedia:Identifying reliable sources|reliable source], write out what you would want added to the article. The proposed material can then be reviewed and, if acceptable, added to the article.
",COMMENT_RESTORATION,,698939576.1227.1268,GB fan,703156731,Talk:Barack Obama,2016-02-03 21:11:38.000000 UTC
706999191.4759.4759,":::::Barrack Obama is considered as the first African American of the United States. So I think this conversation is more than relevant.  — Preceding [WIKI_LINK: Wikipedia:Signatures|unsigned] comment added by
",COMMENT_MODIFICATION,706950815.4741.4741,706999149.4759.4759,SineBot,706999191,Talk:Barack Obama,2016-02-26 13:13:33.000000 UTC
